MonthYear,Negative,Neutral,Positive,MedianSentiment,PercentageNegative,PercentageNeutral,PercentagePositive,Date,TotalSentiments
1991-12,1.0,0.0,0.0,Negative,100.0,0.0,0.0,1991-12,1.0
1992-01,0.0,0.0,0.0,0,0.0,0.0,0.0,1992-01,0.0
1992-02,0.0,0.0,0.0,0,0.0,0.0,0.0,1992-02,0.0
1992-03,0.0,0.0,0.0,0,0.0,0.0,0.0,1992-03,0.0
1992-04,0.0,0.0,0.0,0,0.0,0.0,0.0,1992-04,0.0
1992-05,0.0,0.0,0.0,0,0.0,0.0,0.0,1992-05,0.0
1992-06,0.0,0.0,0.0,0,0.0,0.0,0.0,1992-06,0.0
1992-07,0.0,0.0,0.0,0,0.0,0.0,0.0,1992-07,0.0
1992-08,0.0,0.0,0.0,0,0.0,0.0,0.0,1992-08,0.0
1992-09,0.0,1.0,0.0,Neutral,0.0,100.0,0.0,1992-09,1.0
1992-10,0.0,0.0,0.0,0,0.0,0.0,0.0,1992-10,0.0
1992-11,0.0,0.0,0.0,0,0.0,0.0,0.0,1992-11,0.0
1992-12,0.0,0.0,0.0,0,0.0,0.0,0.0,1992-12,0.0
1993-01,0.0,0.0,0.0,0,0.0,0.0,0.0,1993-01,0.0
1993-02,0.0,0.0,0.0,0,0.0,0.0,0.0,1993-02,0.0
1993-03,0.0,0.0,0.0,0,0.0,0.0,0.0,1993-03,0.0
1993-04,0.0,0.0,0.0,0,0.0,0.0,0.0,1993-04,0.0
1993-05,0.0,0.0,0.0,0,0.0,0.0,0.0,1993-05,0.0
1993-06,0.0,0.0,0.0,0,0.0,0.0,0.0,1993-06,0.0
1993-07,0.0,0.0,0.0,0,0.0,0.0,0.0,1993-07,0.0
1993-08,0.0,0.0,0.0,0,0.0,0.0,0.0,1993-08,0.0
1993-09,0.0,0.0,0.0,0,0.0,0.0,0.0,1993-09,0.0
1993-10,0.0,0.0,0.0,0,0.0,0.0,0.0,1993-10,0.0
1993-11,0.0,0.0,0.0,0,0.0,0.0,0.0,1993-11,0.0
1993-12,0.0,0.0,0.0,0,0.0,0.0,0.0,1993-12,0.0
1994-01,0.0,0.0,0.0,0,0.0,0.0,0.0,1994-01,0.0
1994-02,0.0,0.0,0.0,0,0.0,0.0,0.0,1994-02,0.0
1994-03,0.0,0.0,0.0,0,0.0,0.0,0.0,1994-03,0.0
1994-04,0.0,0.0,0.0,0,0.0,0.0,0.0,1994-04,0.0
1994-05,0.0,0.0,0.0,0,0.0,0.0,0.0,1994-05,0.0
1994-06,0.0,0.0,0.0,0,0.0,0.0,0.0,1994-06,0.0
1994-07,0.0,0.0,0.0,0,0.0,0.0,0.0,1994-07,0.0
1994-08,0.0,0.0,0.0,0,0.0,0.0,0.0,1994-08,0.0
1994-09,0.0,0.0,0.0,0,0.0,0.0,0.0,1994-09,0.0
1994-10,0.0,0.0,0.0,0,0.0,0.0,0.0,1994-10,0.0
1994-11,1.0,0.0,0.0,Negative,100.0,0.0,0.0,1994-11,1.0
1994-12,0.0,0.0,0.0,0,0.0,0.0,0.0,1994-12,0.0
1995-01,0.0,0.0,0.0,0,0.0,0.0,0.0,1995-01,0.0
1995-02,0.0,0.0,0.0,0,0.0,0.0,0.0,1995-02,0.0
1995-03,0.0,0.0,0.0,0,0.0,0.0,0.0,1995-03,0.0
1995-04,0.0,0.0,0.0,0,0.0,0.0,0.0,1995-04,0.0
1995-05,0.0,0.0,0.0,0,0.0,0.0,0.0,1995-05,0.0
1995-06,0.0,0.0,0.0,0,0.0,0.0,0.0,1995-06,0.0
1995-07,0.0,0.0,0.0,0,0.0,0.0,0.0,1995-07,0.0
1995-08,0.0,0.0,0.0,0,0.0,0.0,0.0,1995-08,0.0
1995-09,0.0,0.0,0.0,0,0.0,0.0,0.0,1995-09,0.0
1995-10,0.0,0.0,0.0,0,0.0,0.0,0.0,1995-10,0.0
1995-11,0.0,0.0,0.0,0,0.0,0.0,0.0,1995-11,0.0
1995-12,0.0,0.0,0.0,0,0.0,0.0,0.0,1995-12,0.0
1996-01,0.0,0.0,0.0,0,0.0,0.0,0.0,1996-01,0.0
1996-02,1.0,0.0,0.0,Negative,100.0,0.0,0.0,1996-02,1.0
1996-03,0.0,0.0,0.0,0,0.0,0.0,0.0,1996-03,0.0
1996-04,0.0,0.0,0.0,0,0.0,0.0,0.0,1996-04,0.0
1996-05,0.0,0.0,0.0,0,0.0,0.0,0.0,1996-05,0.0
1996-06,0.0,0.0,0.0,0,0.0,0.0,0.0,1996-06,0.0
1996-07,0.0,0.0,0.0,0,0.0,0.0,0.0,1996-07,0.0
1996-08,0.0,0.0,0.0,0,0.0,0.0,0.0,1996-08,0.0
1996-09,0.0,0.0,0.0,0,0.0,0.0,0.0,1996-09,0.0
1996-10,0.0,0.0,0.0,0,0.0,0.0,0.0,1996-10,0.0
1996-11,0.0,0.0,0.0,0,0.0,0.0,0.0,1996-11,0.0
1996-12,0.0,0.0,0.0,0,0.0,0.0,0.0,1996-12,0.0
1997-01,0.0,0.0,0.0,0,0.0,0.0,0.0,1997-01,0.0
1997-02,1.0,2.0,1.0,Neutral,25.0,50.0,25.0,1997-02,4.0
1997-03,0.0,0.0,0.0,0,0.0,0.0,0.0,1997-03,0.0
1997-04,1.0,1.0,0.0,Negative,50.0,50.0,0.0,1997-04,2.0
1997-05,0.0,1.0,0.0,Neutral,0.0,100.0,0.0,1997-05,1.0
1997-06,0.0,0.0,0.0,0,0.0,0.0,0.0,1997-06,0.0
1997-07,0.0,0.0,0.0,0,0.0,0.0,0.0,1997-07,0.0
1997-08,0.0,0.0,0.0,0,0.0,0.0,0.0,1997-08,0.0
1997-09,0.0,0.0,0.0,0,0.0,0.0,0.0,1997-09,0.0
1997-10,0.0,0.0,0.0,0,0.0,0.0,0.0,1997-10,0.0
1997-11,0.0,0.0,0.0,0,0.0,0.0,0.0,1997-11,0.0
1997-12,0.0,1.0,0.0,Neutral,0.0,100.0,0.0,1997-12,1.0
1998-01,0.0,0.0,0.0,0,0.0,0.0,0.0,1998-01,0.0
1998-02,0.0,0.0,0.0,0,0.0,0.0,0.0,1998-02,0.0
1998-03,0.0,0.0,0.0,0,0.0,0.0,0.0,1998-03,0.0
1998-04,0.0,0.0,0.0,0,0.0,0.0,0.0,1998-04,0.0
1998-05,0.0,6.0,0.0,Neutral,0.0,100.0,0.0,1998-05,6.0
1998-06,1.0,2.0,0.0,Neutral,33.33333333333333,66.66666666666666,0.0,1998-06,3.0
1998-07,0.0,2.0,0.0,Neutral,0.0,100.0,0.0,1998-07,2.0
1998-08,0.0,2.0,0.0,Neutral,0.0,100.0,0.0,1998-08,2.0
1998-09,0.0,1.0,1.0,Neutral,0.0,50.0,50.0,1998-09,2.0
1998-10,0.0,2.0,0.0,Neutral,0.0,100.0,0.0,1998-10,2.0
1998-11,0.0,2.0,0.0,Neutral,0.0,100.0,0.0,1998-11,2.0
1998-12,12.0,38.0,5.0,Neutral,21.818181818181817,69.0909090909091,9.090909090909092,1998-12,55.0
1999-01,112.0,213.0,53.0,Neutral,29.629629629629626,56.34920634920635,14.02116402116402,1999-01,378.0
1999-02,108.0,267.0,45.0,Neutral,25.71428571428571,63.57142857142857,10.714285714285714,1999-02,420.0
1999-03,121.0,353.0,66.0,Neutral,22.407407407407405,65.37037037037037,12.222222222222221,1999-03,540.0
1999-04,122.0,395.0,63.0,Neutral,21.03448275862069,68.10344827586206,10.86206896551724,1999-04,580.0
1999-05,149.0,405.0,77.0,Neutral,23.613312202852615,64.18383518225039,12.202852614896988,1999-05,631.0
1999-06,122.0,443.0,71.0,Neutral,19.18238993710692,69.65408805031447,11.163522012578616,1999-06,636.0
1999-07,123.0,461.0,88.0,Neutral,18.303571428571427,68.60119047619048,13.095238095238097,1999-07,672.0
1999-08,120.0,377.0,95.0,Neutral,20.27027027027027,63.682432432432435,16.0472972972973,1999-08,592.0
1999-09,139.0,462.0,114.0,Neutral,19.44055944055944,64.61538461538461,15.944055944055943,1999-09,715.0
1999-10,133.0,517.0,104.0,Neutral,17.639257294429708,68.56763925729443,13.793103448275861,1999-10,754.0
1999-11,127.0,551.0,102.0,Neutral,16.28205128205128,70.64102564102565,13.076923076923078,1999-11,780.0
1999-12,90.0,364.0,93.0,Neutral,16.453382084095065,66.54478976234005,17.001828153564897,1999-12,547.0
2000-01,118.0,532.0,89.0,Neutral,15.967523680649526,71.98917456021651,12.043301759133964,2000-01,739.0
2000-02,133.0,560.0,109.0,Neutral,16.58354114713217,69.82543640897757,13.591022443890274,2000-02,802.0
2000-03,136.0,683.0,135.0,Neutral,14.255765199161424,71.59329140461216,14.150943396226415,2000-03,954.0
2000-04,169.0,625.0,81.0,Neutral,19.314285714285713,71.42857142857143,9.257142857142856,2000-04,875.0
2000-05,139.0,544.0,92.0,Neutral,17.93548387096774,70.19354838709677,11.870967741935484,2000-05,775.0
2000-06,147.0,567.0,80.0,Neutral,18.513853904282115,71.41057934508817,10.075566750629724,2000-06,794.0
2000-07,135.0,598.0,96.0,Neutral,16.28468033775633,72.1351025331725,11.58021712907117,2000-07,829.0
2000-08,141.0,473.0,108.0,Neutral,19.529085872576175,65.51246537396122,14.958448753462603,2000-08,722.0
2000-09,169.0,571.0,109.0,Neutral,19.905771495877502,67.25559481743227,12.838633686690223,2000-09,849.0
2000-10,182.0,533.0,106.0,Neutral,22.168087697929355,64.92082825822169,12.911084043848964,2000-10,821.0
2000-11,189.0,493.0,109.0,Neutral,23.893805309734514,62.32616940581542,13.780025284450062,2000-11,791.0
2000-12,160.0,472.0,69.0,Neutral,22.82453637660485,67.3323823109843,9.843081312410842,2000-12,701.0
2001-01,195.0,488.0,104.0,Neutral,24.777636594663278,62.00762388818297,13.214739517153747,2001-01,787.0
2001-02,169.0,554.0,81.0,Neutral,21.019900497512438,68.90547263681593,10.074626865671641,2001-02,804.0
2001-03,221.0,578.0,117.0,Neutral,24.126637554585155,63.1004366812227,12.77292576419214,2001-03,916.0
2001-04,196.0,561.0,82.0,Neutral,23.361144219308702,66.86531585220501,9.773539928486292,2001-04,839.0
2001-05,182.0,465.0,98.0,Neutral,24.42953020134228,62.41610738255034,13.154362416107382,2001-05,745.0
2001-06,177.0,571.0,101.0,Neutral,20.848056537102476,67.25559481743227,11.896348645465253,2001-06,849.0
2001-07,237.0,538.0,127.0,Neutral,26.274944567627497,59.64523281596452,14.079822616407982,2001-07,902.0
2001-08,252.0,654.0,132.0,Neutral,24.277456647398843,63.005780346820806,12.716763005780345,2001-08,1038.0
2001-09,354.0,556.0,87.0,Neutral,35.50651955867603,55.76730190571715,8.72617853560682,2001-09,997.0
2001-10,313.0,550.0,125.0,Neutral,31.68016194331984,55.66801619433198,12.651821862348179,2001-10,988.0
2001-11,284.0,609.0,119.0,Neutral,28.063241106719367,60.17786561264822,11.758893280632412,2001-11,1012.0
2001-12,167.0,436.0,94.0,Neutral,23.959827833572454,62.553802008608315,13.486370157819225,2001-12,697.0
2002-01,236.0,560.0,117.0,Neutral,25.848849945235486,61.33625410733844,12.814895947426066,2002-01,913.0
2002-02,212.0,568.0,116.0,Neutral,23.660714285714285,63.39285714285714,12.946428571428573,2002-02,896.0
2002-03,217.0,643.0,105.0,Neutral,22.487046632124354,66.6321243523316,10.880829015544041,2002-03,965.0
2002-04,189.0,536.0,123.0,Neutral,22.287735849056602,63.20754716981132,14.504716981132077,2002-04,848.0
2002-05,230.0,529.0,107.0,Neutral,26.558891454965355,61.08545034642032,12.35565819861432,2002-05,866.0
2002-06,215.0,503.0,78.0,Neutral,27.010050251256278,63.19095477386934,9.798994974874372,2002-06,796.0
2002-07,271.0,587.0,100.0,Neutral,28.28810020876827,61.27348643006263,10.438413361169102,2002-07,958.0
2002-08,265.0,499.0,82.0,Neutral,31.32387706855792,58.98345153664303,9.692671394799055,2002-08,846.0
2002-09,231.0,579.0,74.0,Neutral,26.131221719457017,65.49773755656109,8.3710407239819,2002-09,884.0
2002-10,270.0,567.0,88.0,Neutral,29.18918918918919,61.29729729729729,9.513513513513514,2002-10,925.0
2002-11,250.0,581.0,119.0,Neutral,26.31578947368421,61.1578947368421,12.526315789473685,2002-11,950.0
2002-12,183.0,460.0,62.0,Neutral,25.957446808510635,65.24822695035462,8.794326241134751,2002-12,705.0
2003-01,251.0,543.0,97.0,Neutral,28.170594837261504,60.94276094276094,10.886644219977553,2003-01,891.0
2003-02,230.0,520.0,94.0,Neutral,27.251184834123222,61.61137440758294,11.137440758293838,2003-02,844.0
2003-03,271.0,663.0,102.0,Neutral,26.158301158301157,63.996138996138995,9.845559845559846,2003-03,1036.0
2003-04,221.0,578.0,79.0,Neutral,25.17084282460137,65.83143507972665,8.997722095671982,2003-04,878.0
2003-05,225.0,628.0,90.0,Neutral,23.860021208907742,66.59597030752916,9.544008483563097,2003-05,943.0
2003-06,172.0,702.0,91.0,Neutral,17.82383419689119,72.74611398963731,9.430051813471502,2003-06,965.0
2003-07,214.0,639.0,119.0,Neutral,22.016460905349795,65.74074074074075,12.242798353909464,2003-07,972.0
2003-08,205.0,589.0,142.0,Neutral,21.9017094017094,62.927350427350426,15.17094017094017,2003-08,936.0
2003-09,171.0,575.0,152.0,Neutral,19.042316258351892,64.03118040089086,16.926503340757236,2003-09,898.0
2003-10,193.0,617.0,152.0,Neutral,20.062370062370064,64.13721413721414,15.800415800415802,2003-10,962.0
2003-11,186.0,677.0,126.0,Neutral,18.806875631951467,68.45298281092013,12.740141557128412,2003-11,989.0
2003-12,170.0,550.0,95.0,Neutral,20.858895705521473,67.48466257668711,11.65644171779141,2003-12,815.0
2004-01,210.0,557.0,150.0,Neutral,22.900763358778626,60.741548527808064,16.357688113413303,2004-01,917.0
2004-02,176.0,634.0,151.0,Neutral,18.314255983350677,65.9729448491155,15.71279916753382,2004-02,961.0
2004-03,210.0,746.0,135.0,Neutral,19.24839596700275,68.37763519706691,12.37396883593034,2004-03,1091.0
2004-04,173.0,633.0,132.0,Neutral,18.44349680170576,67.48400852878464,14.072494669509595,2004-04,938.0
2004-05,176.0,662.0,140.0,Neutral,17.995910020449898,67.68916155419224,14.314928425357873,2004-05,978.0
2004-06,145.0,662.0,120.0,Neutral,15.641855447680692,71.41316073354909,12.944983818770226,2004-06,927.0
2004-07,192.0,712.0,132.0,Neutral,18.53281853281853,68.72586872586872,12.741312741312742,2004-07,1036.0
2004-08,169.0,569.0,119.0,Neutral,19.71995332555426,66.39439906651108,13.885647607934656,2004-08,857.0
2004-09,212.0,559.0,159.0,Neutral,22.795698924731184,60.10752688172043,17.096774193548388,2004-09,930.0
2004-10,220.0,696.0,128.0,Neutral,21.0727969348659,66.66666666666666,12.260536398467432,2004-10,1044.0
2004-11,198.0,646.0,114.0,Neutral,20.668058455114824,67.4321503131524,11.899791231732777,2004-11,958.0
2004-12,146.0,513.0,107.0,Neutral,19.06005221932115,66.97127937336815,13.968668407310705,2004-12,766.0
2005-01,195.0,589.0,142.0,Neutral,21.058315334773216,63.60691144708424,15.334773218142548,2005-01,926.0
2005-02,162.0,639.0,133.0,Neutral,17.34475374732334,68.4154175588865,14.23982869379015,2005-02,934.0
2005-03,178.0,629.0,116.0,Neutral,19.284940411700973,68.14734561213434,12.56771397616468,2005-03,923.0
2005-04,192.0,676.0,119.0,Neutral,19.45288753799392,68.4903748733536,12.056737588652481,2005-04,987.0
2005-05,207.0,632.0,124.0,Neutral,21.49532710280374,65.6282450674974,12.876427829698859,2005-05,963.0
2005-06,175.0,657.0,115.0,Neutral,18.479408658922914,69.37697993664203,12.143611404435058,2005-06,947.0
2005-07,207.0,665.0,135.0,Neutral,20.556107249255213,66.0377358490566,13.406156901688181,2005-07,1007.0
2005-08,213.0,632.0,124.0,Neutral,21.981424148606813,65.2218782249742,12.796697626418988,2005-08,969.0
2005-09,232.0,613.0,131.0,Neutral,23.770491803278688,62.807377049180324,13.422131147540984,2005-09,976.0
2005-10,201.0,751.0,136.0,Neutral,18.474264705882355,69.02573529411765,12.5,2005-10,1088.0
2005-11,187.0,666.0,125.0,Neutral,19.120654396728014,68.09815950920245,12.781186094069529,2005-11,978.0
2005-12,157.0,498.0,96.0,Neutral,20.905459387483354,66.3115845539281,12.78295605858855,2005-12,751.0
2006-01,176.0,573.0,126.0,Neutral,20.114285714285714,65.48571428571428,14.399999999999999,2006-01,875.0
2006-02,136.0,584.0,122.0,Neutral,16.152019002375297,69.35866983372921,14.489311163895488,2006-02,842.0
2006-03,171.0,604.0,144.0,Neutral,18.607181719260065,65.72361262241567,15.669205658324264,2006-03,919.0
2006-04,167.0,568.0,130.0,Neutral,19.30635838150289,65.66473988439306,15.028901734104046,2006-04,865.0
2006-05,168.0,571.0,131.0,Neutral,19.310344827586206,65.63218390804599,15.057471264367816,2006-05,870.0
2006-06,174.0,666.0,154.0,Neutral,17.50503018108652,67.0020120724346,15.492957746478872,2006-06,994.0
2006-07,164.0,651.0,162.0,Neutral,16.786079836233366,66.63254861821903,16.581371545547594,2006-07,977.0
2006-08,191.0,532.0,180.0,Neutral,21.15171650055371,58.91472868217055,19.93355481727575,2006-08,903.0
2006-09,206.0,552.0,134.0,Neutral,23.094170403587444,61.88340807174888,15.022421524663676,2006-09,892.0
2006-10,222.0,635.0,186.0,Neutral,21.28475551294343,60.88207094918504,17.833173537871524,2006-10,1043.0
2006-11,192.0,633.0,219.0,Neutral,18.39080459770115,60.63218390804598,20.977011494252874,2006-11,1044.0
2006-12,194.0,551.0,202.0,Neutral,20.4857444561774,58.18373812038015,21.330517423442448,2006-12,947.0
2007-01,223.0,614.0,232.0,Neutral,20.860617399438727,57.43685687558467,21.702525724976613,2007-01,1069.0
2007-02,167.0,663.0,222.0,Neutral,15.874524714828897,63.02281368821293,21.102661596958175,2007-02,1052.0
2007-03,239.0,776.0,195.0,Neutral,19.75206611570248,64.13223140495867,16.115702479338843,2007-03,1210.0
2007-04,187.0,950.0,171.0,Neutral,14.296636085626913,72.62996941896024,13.073394495412844,2007-04,1308.0
2007-05,223.0,731.0,147.0,Neutral,20.254314259763852,66.39418710263398,13.35149863760218,2007-05,1101.0
2007-06,205.0,768.0,147.0,Neutral,18.303571428571427,68.57142857142857,13.125,2007-06,1120.0
2007-07,251.0,738.0,208.0,Neutral,20.96908939014202,61.65413533834586,17.376775271512113,2007-07,1197.0
2007-08,290.0,620.0,190.0,Neutral,26.36363636363636,56.36363636363636,17.272727272727273,2007-08,1100.0
2007-09,298.0,706.0,123.0,Neutral,26.441881100266194,62.64418811002662,10.913930789707187,2007-09,1127.0
2007-10,274.0,684.0,164.0,Neutral,24.420677361853834,60.962566844919785,14.616755793226382,2007-10,1122.0
2007-11,313.0,615.0,145.0,Neutral,29.170549860205032,57.31593662628145,13.513513513513514,2007-11,1073.0
2007-12,269.0,541.0,133.0,Neutral,28.525980911983034,57.37009544008483,14.103923647932131,2007-12,943.0
2008-01,383.0,629.0,162.0,Neutral,32.62350936967632,53.57751277683135,13.798977853492334,2008-01,1174.0
2008-02,293.0,654.0,156.0,Neutral,26.563916591115138,59.292837715321845,14.143245693563012,2008-02,1103.0
2008-03,365.0,632.0,127.0,Neutral,32.47330960854092,56.22775800711744,11.298932384341636,2008-03,1124.0
2008-04,344.0,667.0,138.0,Neutral,29.939077458659703,58.050478677110526,12.010443864229766,2008-04,1149.0
2008-05,295.0,632.0,134.0,Neutral,27.80395852968897,59.56644674835061,12.629594721960416,2008-05,1061.0
2008-06,331.0,734.0,125.0,Neutral,27.81512605042017,61.680672268907564,10.504201680672269,2008-06,1190.0
2008-07,409.0,587.0,150.0,Neutral,35.68935427574171,51.22164048865619,13.089005235602095,2008-07,1146.0
2008-08,341.0,547.0,150.0,Neutral,32.85163776493256,52.69749518304432,14.450867052023122,2008-08,1038.0
2008-09,459.0,680.0,142.0,Neutral,35.831381733021075,53.08352849336456,11.085089773614364,2008-09,1281.0
2008-10,558.0,776.0,141.0,Neutral,37.83050847457627,52.610169491525426,9.559322033898306,2008-10,1475.0
2008-11,431.0,684.0,124.0,Neutral,34.786117836965296,55.205811138014525,10.008071025020177,2008-11,1239.0
2008-12,409.0,554.0,86.0,Neutral,38.989513822688274,52.81220209723546,8.198284080076263,2008-12,1049.0
2009-01,450.0,631.0,121.0,Neutral,37.437603993344425,52.495840266222956,10.066555740432612,2009-01,1202.0
2009-02,325.0,729.0,109.0,Neutral,27.94496990541703,62.68271711092004,9.37231298366294,2009-02,1163.0
